dockey,control_id,control_name,mapping_type,technique_id,technique_name,mapping_description
3510,SI-2,Flaw Remediation,mitigates,T1195.003,Compromise Hardware Supply Chain,
3511,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1195.003,Compromise Hardware Supply Chain,
3512,CA-8,Penetration Testing,mitigates,T1495,Firmware Corruption,
3513,CM-3,Configuration Change Control,mitigates,T1495,Firmware Corruption,
3514,CM-8,Information System Component Inventory,mitigates,T1495,Firmware Corruption,
3515,IA-7,Cryptographic Module Authentication,mitigates,T1495,Firmware Corruption,
3516,SA-10,Developer Configuration Management,mitigates,T1495,Firmware Corruption,
3517,SA-11,Developer Security Testing And Evaluation,mitigates,T1495,Firmware Corruption,
3518,SA-14,Criticality Analysis,mitigates,T1495,Firmware Corruption,
3519,SI-2,Flaw Remediation,mitigates,T1495,Firmware Corruption,
3520,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1495,Firmware Corruption,
3521,CA-8,Penetration Testing,mitigates,T1542.003,Bootkit,
3522,CA-8,Penetration Testing,mitigates,T1542,Pre-OS Boot,
3523,CA-8,Penetration Testing,mitigates,T1542.004,ROMMONkit,
3524,CA-8,Penetration Testing,mitigates,T1542.001,System Firmware,
3525,CA-8,Penetration Testing,mitigates,T1542.005,TFTP Boot,
3526,CM-3,Configuration Change Control,mitigates,T1542.003,Bootkit,
3527,CM-3,Configuration Change Control,mitigates,T1542,Pre-OS Boot,
3528,CM-3,Configuration Change Control,mitigates,T1542.004,ROMMONkit,
3529,CM-3,Configuration Change Control,mitigates,T1542.001,System Firmware,
3530,CM-3,Configuration Change Control,mitigates,T1542.005,TFTP Boot,
3531,CM-8,Information System Component Inventory,mitigates,T1542.003,Bootkit,
3532,CM-8,Information System Component Inventory,mitigates,T1542,Pre-OS Boot,
3533,CM-8,Information System Component Inventory,mitigates,T1542.004,ROMMONkit,
3534,CM-8,Information System Component Inventory,mitigates,T1542.001,System Firmware,
3535,CM-8,Information System Component Inventory,mitigates,T1542.005,TFTP Boot,
3536,IA-7,Cryptographic Module Authentication,mitigates,T1542.003,Bootkit,
3537,IA-7,Cryptographic Module Authentication,mitigates,T1542,Pre-OS Boot,
3538,IA-7,Cryptographic Module Authentication,mitigates,T1542.004,ROMMONkit,
3539,IA-7,Cryptographic Module Authentication,mitigates,T1542.001,System Firmware,
3540,IA-7,Cryptographic Module Authentication,mitigates,T1542.005,TFTP Boot,
3541,SA-10,Developer Configuration Management,mitigates,T1542.003,Bootkit,
3542,SA-10,Developer Configuration Management,mitigates,T1542,Pre-OS Boot,
3543,SA-10,Developer Configuration Management,mitigates,T1542.004,ROMMONkit,
3544,SA-10,Developer Configuration Management,mitigates,T1542.001,System Firmware,
3545,SA-10,Developer Configuration Management,mitigates,T1542.005,TFTP Boot,
3546,SA-11,Developer Security Testing And Evaluation,mitigates,T1542.003,Bootkit,
3547,SA-11,Developer Security Testing And Evaluation,mitigates,T1542,Pre-OS Boot,
3548,SA-11,Developer Security Testing And Evaluation,mitigates,T1542.004,ROMMONkit,
3549,SA-11,Developer Security Testing And Evaluation,mitigates,T1542.001,System Firmware,
3550,SA-11,Developer Security Testing And Evaluation,mitigates,T1542.005,TFTP Boot,
3551,SA-14,Criticality Analysis,mitigates,T1542.003,Bootkit,
3552,SA-14,Criticality Analysis,mitigates,T1542,Pre-OS Boot,
3553,SA-14,Criticality Analysis,mitigates,T1542.004,ROMMONkit,
3554,SA-14,Criticality Analysis,mitigates,T1542.001,System Firmware,
3555,SA-14,Criticality Analysis,mitigates,T1542.005,TFTP Boot,
3556,SC-34,Non-Modifiable Executable Programs,mitigates,T1542.003,Bootkit,
3557,SC-34,Non-Modifiable Executable Programs,mitigates,T1542,Pre-OS Boot,
3558,SC-34,Non-Modifiable Executable Programs,mitigates,T1542.004,ROMMONkit,
3559,SC-34,Non-Modifiable Executable Programs,mitigates,T1542.001,System Firmware,
3560,SC-34,Non-Modifiable Executable Programs,mitigates,T1542.005,TFTP Boot,
3561,SI-2,Flaw Remediation,mitigates,T1542.003,Bootkit,
3562,SI-2,Flaw Remediation,mitigates,T1542,Pre-OS Boot,
3563,SI-2,Flaw Remediation,mitigates,T1542.004,ROMMONkit,
3564,SI-2,Flaw Remediation,mitigates,T1542.001,System Firmware,
3565,SI-2,Flaw Remediation,mitigates,T1542.005,TFTP Boot,
3566,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1542.003,Bootkit,
3567,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1542,Pre-OS Boot,
3568,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1542.001,System Firmware,
3569,CA-8,Penetration Testing,mitigates,T1601.002,Downgrade System Image,
3570,CA-8,Penetration Testing,mitigates,T1601,Modify System Image,
3571,CA-8,Penetration Testing,mitigates,T1601.001,Patch System Image,
3572,CM-3,Configuration Change Control,mitigates,T1601.002,Downgrade System Image,
3573,CM-3,Configuration Change Control,mitigates,T1601,Modify System Image,
3574,CM-3,Configuration Change Control,mitigates,T1601.001,Patch System Image,
3575,CM-8,Information System Component Inventory,mitigates,T1601.002,Downgrade System Image,
3576,CM-8,Information System Component Inventory,mitigates,T1601,Modify System Image,
3577,CM-8,Information System Component Inventory,mitigates,T1601.001,Patch System Image,
3578,IA-7,Cryptographic Module Authentication,mitigates,T1601.002,Downgrade System Image,
3579,IA-7,Cryptographic Module Authentication,mitigates,T1601,Modify System Image,
3580,IA-7,Cryptographic Module Authentication,mitigates,T1601.001,Patch System Image,
3581,SA-10,Developer Configuration Management,mitigates,T1601.002,Downgrade System Image,
3582,SA-10,Developer Configuration Management,mitigates,T1601,Modify System Image,
3583,SA-10,Developer Configuration Management,mitigates,T1601.001,Patch System Image,
3584,SA-11,Developer Security Testing And Evaluation,mitigates,T1601.002,Downgrade System Image,
3585,SA-11,Developer Security Testing And Evaluation,mitigates,T1601,Modify System Image,
3586,SA-11,Developer Security Testing And Evaluation,mitigates,T1601.001,Patch System Image,
3587,SA-14,Criticality Analysis,mitigates,T1601.002,Downgrade System Image,
3588,SA-14,Criticality Analysis,mitigates,T1601,Modify System Image,
3589,SA-14,Criticality Analysis,mitigates,T1601.001,Patch System Image,
3590,SC-34,Non-Modifiable Executable Programs,mitigates,T1601.002,Downgrade System Image,
3591,SC-34,Non-Modifiable Executable Programs,mitigates,T1601,Modify System Image,
3592,SC-34,Non-Modifiable Executable Programs,mitigates,T1601.001,Patch System Image,
3593,SI-2,Flaw Remediation,mitigates,T1601.002,Downgrade System Image,
3594,SI-2,Flaw Remediation,mitigates,T1601,Modify System Image,
3595,SI-2,Flaw Remediation,mitigates,T1601.001,Patch System Image,
3596,AC-2,Account Management,mitigates,T1021.005,VNC,
3597,AC-17,Remote Access,mitigates,T1021.005,VNC,
3598,CA-8,Penetration Testing,mitigates,T1021.001,Remote Desktop Protocol,
3599,CA-8,Penetration Testing,mitigates,T1021.005,VNC,
3600,IA-2,Identification And Authentication (Organizational Users),mitigates,T1021.005,VNC,
3601,IA-4,Identifier Management,mitigates,T1021.001,Remote Desktop Protocol,
3602,IA-4,Identifier Management,mitigates,T1021.005,VNC,
3603,IA-6,Authenticator Feedback,mitigates,T1021.001,Remote Desktop Protocol,
3604,IA-6,Authenticator Feedback,mitigates,T1021.005,VNC,
3605,CA-8,Penetration Testing,mitigates,T1053.001,At (Linux),
3606,CA-8,Penetration Testing,mitigates,T1053.003,Cron,
3607,CA-8,Penetration Testing,mitigates,T1053.004,Launchd,
3608,RA-5,Vulnerability Scanning,mitigates,T1053.001,At (Linux),
3609,RA-5,Vulnerability Scanning,mitigates,T1053.003,Cron,
3610,RA-5,Vulnerability Scanning,mitigates,T1053.004,Launchd,
3611,SI-4,Information System Monitoring,mitigates,T1053.001,At (Linux),
3612,SI-4,Information System Monitoring,mitigates,T1053.003,Cron,
3613,SI-4,Information System Monitoring,mitigates,T1053.004,Launchd,
3614,CA-8,Penetration Testing,mitigates,T1053.002,At (Windows),
3615,CA-8,Penetration Testing,mitigates,T1053.005,Scheduled Task,
3616,CA-8,Penetration Testing,mitigates,T1053,Scheduled Task/Job,
3617,CM-2,Baseline Configuration,mitigates,T1053.002,At (Windows),
3618,CM-2,Baseline Configuration,mitigates,T1053.005,Scheduled Task,
3619,CM-2,Baseline Configuration,mitigates,T1053,Scheduled Task/Job,
3620,CM-8,Information System Component Inventory,mitigates,T1053.002,At (Windows),
3621,CM-8,Information System Component Inventory,mitigates,T1053.005,Scheduled Task,
3622,CM-8,Information System Component Inventory,mitigates,T1053,Scheduled Task/Job,
3623,IA-4,Identifier Management,mitigates,T1053.002,At (Windows),
3624,IA-4,Identifier Management,mitigates,T1053.005,Scheduled Task,
3625,IA-4,Identifier Management,mitigates,T1053,Scheduled Task/Job,
3626,RA-5,Vulnerability Scanning,mitigates,T1053.002,At (Windows),
3627,RA-5,Vulnerability Scanning,mitigates,T1053.005,Scheduled Task,
3628,RA-5,Vulnerability Scanning,mitigates,T1053,Scheduled Task/Job,
3629,CA-8,Penetration Testing,mitigates,T1059,Command and Scripting Interpreter,
3630,CM-11,User-Installed Software,mitigates,T1059,Command and Scripting Interpreter,
3631,SC-7,Boundary Protection,mitigates,T1114,Email Collection,
3632,SC-7,Boundary Protection,mitigates,T1114.003,Email Forwarding Rule,
3633,CA-8,Penetration Testing,mitigates,T1176,Browser Extensions,
3634,RA-5,Vulnerability Scanning,mitigates,T1176,Browser Extensions,
3635,SC-7,Boundary Protection,mitigates,T1176,Browser Extensions,
3636,CA-8,Penetration Testing,mitigates,T1213.001,Confluence,
3637,CA-8,Penetration Testing,mitigates,T1213,Data from Information Repositories,
3638,CA-8,Penetration Testing,mitigates,T1213.002,Sharepoint,
3639,CM-7,Least Functionality,mitigates,T1213.001,Confluence,
3640,CM-7,Least Functionality,mitigates,T1213,Data from Information Repositories,
3641,CM-7,Least Functionality,mitigates,T1213.002,Sharepoint,
3642,IA-4,Identifier Management,mitigates,T1213.001,Confluence,
3643,IA-4,Identifier Management,mitigates,T1213,Data from Information Repositories,
3644,IA-4,Identifier Management,mitigates,T1213.002,Sharepoint,
3645,RA-5,Vulnerability Scanning,mitigates,T1213.001,Confluence,
3646,RA-5,Vulnerability Scanning,mitigates,T1213,Data from Information Repositories,
3647,RA-5,Vulnerability Scanning,mitigates,T1213.002,Sharepoint,
3648,CA-8,Penetration Testing,mitigates,T1482,Domain Trust Discovery,
3649,PL-8,Information Security Architecture,mitigates,T1482,Domain Trust Discovery,
3650,RA-5,Vulnerability Scanning,mitigates,T1482,Domain Trust Discovery,
3651,SA-8,Security Engineering Principles,mitigates,T1482,Domain Trust Discovery,
3652,SA-13,Trustworthiness,mitigates,T1482,Domain Trust Discovery,
3653,SA-17,Developer Security Architecture And Design,mitigates,T1482,Domain Trust Discovery,
3654,AC-4,Information Flow Enforcement,mitigates,T1484,Group Policy Modification,
3655,CA-8,Penetration Testing,mitigates,T1484,Group Policy Modification,
3656,CM-2,Baseline Configuration,mitigates,T1484,Group Policy Modification,
3657,CM-6,Configuration Settings,mitigates,T1484,Group Policy Modification,
3658,CM-7,Least Functionality,mitigates,T1484,Group Policy Modification,
3659,RA-5,Vulnerability Scanning,mitigates,T1484,Group Policy Modification,
3660,SI-4,Information System Monitoring,mitigates,T1484,Group Policy Modification,
3661,CA-8,Penetration Testing,mitigates,T1505.001,SQL Stored Procedures,
3662,CA-8,Penetration Testing,mitigates,T1505,Server Software Component,
3663,CA-8,Penetration Testing,mitigates,T1505.002,Transport Agent,
3664,CM-8,Information System Component Inventory,mitigates,T1505.001,SQL Stored Procedures,
3665,CM-8,Information System Component Inventory,mitigates,T1505,Server Software Component,
3666,CM-8,Information System Component Inventory,mitigates,T1505.002,Transport Agent,
3667,CM-11,User-Installed Software,mitigates,T1505.001,SQL Stored Procedures,
3668,CM-11,User-Installed Software,mitigates,T1505,Server Software Component,
3669,CM-11,User-Installed Software,mitigates,T1505.002,Transport Agent,
3670,RA-5,Vulnerability Scanning,mitigates,T1505.001,SQL Stored Procedures,
3671,RA-5,Vulnerability Scanning,mitigates,T1505,Server Software Component,
3672,RA-5,Vulnerability Scanning,mitigates,T1505.002,Transport Agent,
3673,SA-10,Developer Configuration Management,mitigates,T1505.001,SQL Stored Procedures,
3674,SA-10,Developer Configuration Management,mitigates,T1505,Server Software Component,
3675,SA-10,Developer Configuration Management,mitigates,T1505.002,Transport Agent,
3676,SA-11,Developer Security Testing And Evaluation,mitigates,T1505.001,SQL Stored Procedures,
3677,SA-11,Developer Security Testing And Evaluation,mitigates,T1505,Server Software Component,
3678,SA-11,Developer Security Testing And Evaluation,mitigates,T1505.002,Transport Agent,
3679,SI-4,Information System Monitoring,mitigates,T1505.001,SQL Stored Procedures,
3680,SI-4,Information System Monitoring,mitigates,T1505,Server Software Component,
3681,SI-4,Information System Monitoring,mitigates,T1505.002,Transport Agent,
3682,CA-8,Penetration Testing,mitigates,T1525,Implant Container Image,
3683,CM-2,Baseline Configuration,mitigates,T1525,Implant Container Image,
3684,CM-7,Least Functionality,mitigates,T1525,Implant Container Image,
3685,RA-5,Vulnerability Scanning,mitigates,T1525,Implant Container Image,
3686,SI-2,Flaw Remediation,mitigates,T1525,Implant Container Image,
3687,SI-3,Malicious Code Protection,mitigates,T1525,Implant Container Image,
3688,SI-4,Information System Monitoring,mitigates,T1525,Implant Container Image,
3689,CA-8,Penetration Testing,mitigates,T1528,Steal Application Access Token,
3690,RA-5,Vulnerability Scanning,mitigates,T1528,Steal Application Access Token,
3691,SA-11,Developer Security Testing And Evaluation,mitigates,T1528,Steal Application Access Token,
3692,SA-15,"Development Process, Standards, And Tools",mitigates,T1528,Steal Application Access Token,
3693,CA-8,Penetration Testing,mitigates,T1530,Data from Cloud Storage Object,
3694,IA-6,Authenticator Feedback,mitigates,T1530,Data from Cloud Storage Object,
3695,RA-5,Vulnerability Scanning,mitigates,T1530,Data from Cloud Storage Object,
3696,RA-5,Vulnerability Scanning,mitigates,T1542.004,ROMMONkit,
3697,RA-5,Vulnerability Scanning,mitigates,T1542.005,TFTP Boot,
3698,SC-7,Boundary Protection,mitigates,T1542.004,ROMMONkit,
3699,SC-7,Boundary Protection,mitigates,T1542.005,TFTP Boot,
3700,AC-17,Remote Access,mitigates,T1543,Create or Modify System Process,
3701,AC-17,Remote Access,mitigates,T1543.003,Windows Service,
3702,CA-8,Penetration Testing,mitigates,T1543,Create or Modify System Process,
3703,CA-8,Penetration Testing,mitigates,T1543.003,Windows Service,
3704,CM-2,Baseline Configuration,mitigates,T1543.003,Windows Service,
3705,CM-6,Configuration Settings,mitigates,T1543.003,Windows Service,
3706,CM-7,Least Functionality,mitigates,T1543,Create or Modify System Process,
3707,CM-7,Least Functionality,mitigates,T1543.003,Windows Service,
3708,IA-4,Identifier Management,mitigates,T1543,Create or Modify System Process,
3709,IA-4,Identifier Management,mitigates,T1543.003,Windows Service,
3710,RA-5,Vulnerability Scanning,mitigates,T1543,Create or Modify System Process,
3711,RA-5,Vulnerability Scanning,mitigates,T1543.003,Windows Service,
3712,SI-4,Information System Monitoring,mitigates,T1543.003,Windows Service,
3713,CM-8,Information System Component Inventory,mitigates,T1546.006,LC_LOAD_DYLIB Addition,
3714,SI-2,Flaw Remediation,mitigates,T1546.006,LC_LOAD_DYLIB Addition,
3715,SI-3,Malicious Code Protection,mitigates,T1546.006,LC_LOAD_DYLIB Addition,
3716,SI-4,Information System Monitoring,mitigates,T1546.006,LC_LOAD_DYLIB Addition,
3717,CA-8,Penetration Testing,mitigates,T1548,Abuse Elevation Control Mechanism,
3718,CA-8,Penetration Testing,mitigates,T1548.002,Bypass User Account Control,
3719,CM-2,Baseline Configuration,mitigates,T1548.002,Bypass User Account Control,
3720,RA-5,Vulnerability Scanning,mitigates,T1548.002,Bypass User Account Control,
3721,SI-4,Information System Monitoring,mitigates,T1548.002,Bypass User Account Control,
3722,CA-8,Penetration Testing,mitigates,T1550,Use Alternate Authentication Material,
3723,CM-2,Baseline Configuration,mitigates,T1550,Use Alternate Authentication Material,
3724,IA-4,Identifier Management,mitigates,T1550,Use Alternate Authentication Material,
3725,RA-5,Vulnerability Scanning,mitigates,T1550,Use Alternate Authentication Material,
3726,SA-11,Developer Security Testing And Evaluation,mitigates,T1550,Use Alternate Authentication Material,
3727,SA-15,"Development Process, Standards, And Tools",mitigates,T1550,Use Alternate Authentication Material,
3728,SI-4,Information System Monitoring,mitigates,T1550,Use Alternate Authentication Material,
3729,CA-8,Penetration Testing,mitigates,T1552.001,Credentials In Files,
3730,CA-8,Penetration Testing,mitigates,T1552.002,Credentials in Registry,
3731,CA-8,Penetration Testing,mitigates,T1552.006,Group Policy Preferences,
3732,CA-8,Penetration Testing,mitigates,T1552.004,Private Keys,
3733,CA-8,Penetration Testing,mitigates,T1552,Unsecured Credentials,
3734,IA-2,Identification And Authentication (Organizational Users),mitigates,T1552.006,Group Policy Preferences,
3735,RA-5,Vulnerability Scanning,mitigates,T1552.001,Credentials In Files,
3736,RA-5,Vulnerability Scanning,mitigates,T1552.002,Credentials in Registry,
3737,RA-5,Vulnerability Scanning,mitigates,T1552.006,Group Policy Preferences,
3738,RA-5,Vulnerability Scanning,mitigates,T1552.004,Private Keys,
3739,RA-5,Vulnerability Scanning,mitigates,T1552,Unsecured Credentials,
3740,SA-11,Developer Security Testing And Evaluation,mitigates,T1552.001,Credentials In Files,
3741,SA-11,Developer Security Testing And Evaluation,mitigates,T1552.002,Credentials in Registry,
3742,SA-11,Developer Security Testing And Evaluation,mitigates,T1552.006,Group Policy Preferences,
3743,SA-11,Developer Security Testing And Evaluation,mitigates,T1552.004,Private Keys,
3744,SA-11,Developer Security Testing And Evaluation,mitigates,T1552,Unsecured Credentials,
3745,SA-15,"Development Process, Standards, And Tools",mitigates,T1552.006,Group Policy Preferences,
3746,SI-4,Information System Monitoring,mitigates,T1552.006,Group Policy Preferences,
3747,CA-8,Penetration Testing,mitigates,T1558.004,AS-REP Roasting,
3748,IA-2,Identification And Authentication (Organizational Users),mitigates,T1558.004,AS-REP Roasting,
3749,RA-5,Vulnerability Scanning,mitigates,T1558.004,AS-REP Roasting,
3750,SA-11,Developer Security Testing And Evaluation,mitigates,T1558.004,AS-REP Roasting,
3751,SA-15,"Development Process, Standards, And Tools",mitigates,T1558.004,AS-REP Roasting,
3752,CA-8,Penetration Testing,mitigates,T1560,Archive Collected Data,
3753,CA-8,Penetration Testing,mitigates,T1560.001,Archive via Utility,
3754,RA-5,Vulnerability Scanning,mitigates,T1560,Archive Collected Data,
3755,RA-5,Vulnerability Scanning,mitigates,T1560.001,Archive via Utility,
3756,SC-7,Boundary Protection,mitigates,T1560,Archive Collected Data,
3757,SC-7,Boundary Protection,mitigates,T1560.001,Archive via Utility,
3758,SI-3,Malicious Code Protection,mitigates,T1560,Archive Collected Data,
3759,SI-3,Malicious Code Protection,mitigates,T1560.001,Archive via Utility,
3760,SI-4,Information System Monitoring,mitigates,T1560,Archive Collected Data,
3761,SI-4,Information System Monitoring,mitigates,T1560.001,Archive via Utility,
3762,CA-8,Penetration Testing,mitigates,T1562,Impair Defenses,
3763,IA-4,Identifier Management,mitigates,T1562,Impair Defenses,
3764,RA-5,Vulnerability Scanning,mitigates,T1562,Impair Defenses,
3765,CA-8,Penetration Testing,mitigates,T1563,Remote Service Session Hijacking,
3766,IA-4,Identifier Management,mitigates,T1563,Remote Service Session Hijacking,
3767,IA-6,Authenticator Feedback,mitigates,T1563,Remote Service Session Hijacking,
3768,CA-8,Penetration Testing,mitigates,T1574.001,DLL Search Order Hijacking,
3769,CA-8,Penetration Testing,mitigates,T1574.002,DLL Side-Loading,
3770,CA-8,Penetration Testing,mitigates,T1574.005,Executable Installer File Permissions Weakness,
3771,CA-8,Penetration Testing,mitigates,T1574,Hijack Execution Flow,
3772,CA-8,Penetration Testing,mitigates,T1574.007,Path Interception by PATH Environment Variable,
3773,CA-8,Penetration Testing,mitigates,T1574.008,Path Interception by Search Order Hijacking,
3774,CA-8,Penetration Testing,mitigates,T1574.009,Path Interception by Unquoted Path,
3775,CA-8,Penetration Testing,mitigates,T1574.010,Services File Permissions Weakness,
3776,CM-2,Baseline Configuration,mitigates,T1574.005,Executable Installer File Permissions Weakness,
3777,CM-2,Baseline Configuration,mitigates,T1574.010,Services File Permissions Weakness,
3778,CM-6,Configuration Settings,mitigates,T1574.005,Executable Installer File Permissions Weakness,
3779,CM-6,Configuration Settings,mitigates,T1574.010,Services File Permissions Weakness,
3780,RA-5,Vulnerability Scanning,mitigates,T1574.005,Executable Installer File Permissions Weakness,
3781,RA-5,Vulnerability Scanning,mitigates,T1574.010,Services File Permissions Weakness,
3782,SI-4,Information System Monitoring,mitigates,T1574.005,Executable Installer File Permissions Weakness,
3783,SI-4,Information System Monitoring,mitigates,T1574.010,Services File Permissions Weakness,
3784,CA-8,Penetration Testing,mitigates,T1578.002,Create Cloud Instance,
3785,CA-8,Penetration Testing,mitigates,T1578.001,Create Snapshot,
3786,CA-8,Penetration Testing,mitigates,T1578.003,Delete Cloud Instance,
3787,CA-8,Penetration Testing,mitigates,T1578,Modify Cloud Compute Infrastructure,
3788,IA-4,Identifier Management,mitigates,T1578.002,Create Cloud Instance,
3789,IA-4,Identifier Management,mitigates,T1578.001,Create Snapshot,
3790,IA-4,Identifier Management,mitigates,T1578.003,Delete Cloud Instance,
3791,IA-4,Identifier Management,mitigates,T1578,Modify Cloud Compute Infrastructure,
3792,IA-6,Authenticator Feedback,mitigates,T1578.002,Create Cloud Instance,
3793,IA-6,Authenticator Feedback,mitigates,T1578.001,Create Snapshot,
3794,IA-6,Authenticator Feedback,mitigates,T1578.003,Delete Cloud Instance,
3795,IA-6,Authenticator Feedback,mitigates,T1578,Modify Cloud Compute Infrastructure,
3796,RA-5,Vulnerability Scanning,mitigates,T1578.002,Create Cloud Instance,
3797,RA-5,Vulnerability Scanning,mitigates,T1578.001,Create Snapshot,
3798,RA-5,Vulnerability Scanning,mitigates,T1578.003,Delete Cloud Instance,
3799,RA-5,Vulnerability Scanning,mitigates,T1578,Modify Cloud Compute Infrastructure,
3800,SI-4,Information System Monitoring,mitigates,T1578.002,Create Cloud Instance,
3801,SI-4,Information System Monitoring,mitigates,T1578.001,Create Snapshot,
3802,SI-4,Information System Monitoring,mitigates,T1578.003,Delete Cloud Instance,
3803,SI-4,Information System Monitoring,mitigates,T1578,Modify Cloud Compute Infrastructure,
3804,SC-3,Security Function Isolation,mitigates,T1021.003,Distributed Component Object Model,
3805,SC-18,Mobile Code,mitigates,T1021.003,Distributed Component Object Model,
3806,SI-3,Malicious Code Protection,mitigates,T1021.003,Distributed Component Object Model,
3807,AC-4,Information Flow Enforcement,mitigates,T1068,Exploitation for Privilege Escalation,
3808,AC-6,Least Privilege,mitigates,T1068,Exploitation for Privilege Escalation,
3809,CM-8,Information System Component Inventory,mitigates,T1068,Exploitation for Privilege Escalation,
3810,SC-2,Application Partitioning,mitigates,T1068,Exploitation for Privilege Escalation,
3811,SC-3,Security Function Isolation,mitigates,T1068,Exploitation for Privilege Escalation,
3812,SC-7,Boundary Protection,mitigates,T1068,Exploitation for Privilege Escalation,
3813,SC-18,Mobile Code,mitigates,T1068,Exploitation for Privilege Escalation,
3814,SC-29,Heterogeneity,mitigates,T1068,Exploitation for Privilege Escalation,
3815,SC-30,Concealment And Misdirection,mitigates,T1068,Exploitation for Privilege Escalation,
3816,SC-39,Process Isolation,mitigates,T1068,Exploitation for Privilege Escalation,
3817,SI-2,Flaw Remediation,mitigates,T1068,Exploitation for Privilege Escalation,
3818,SI-3,Malicious Code Protection,mitigates,T1068,Exploitation for Privilege Escalation,
3819,AC-4,Information Flow Enforcement,mitigates,T1189,Drive-by Compromise,
3820,AC-6,Least Privilege,mitigates,T1189,Drive-by Compromise,
3821,CM-8,Information System Component Inventory,mitigates,T1189,Drive-by Compromise,
3822,SC-2,Application Partitioning,mitigates,T1189,Drive-by Compromise,
3823,SC-3,Security Function Isolation,mitigates,T1189,Drive-by Compromise,
3824,SC-7,Boundary Protection,mitigates,T1189,Drive-by Compromise,
3825,SC-29,Heterogeneity,mitigates,T1189,Drive-by Compromise,
3826,SC-30,Concealment And Misdirection,mitigates,T1189,Drive-by Compromise,
3827,SC-39,Process Isolation,mitigates,T1189,Drive-by Compromise,
3828,SI-3,Malicious Code Protection,mitigates,T1189,Drive-by Compromise,
3829,SI-4,Information System Monitoring,mitigates,T1189,Drive-by Compromise,
3830,CM-8,Information System Component Inventory,mitigates,T1190,Exploit Public-Facing Application,
3831,SA-8,Security Engineering Principles,mitigates,T1190,Exploit Public-Facing Application,
3832,SC-2,Application Partitioning,mitigates,T1190,Exploit Public-Facing Application,
3833,SC-3,Security Function Isolation,mitigates,T1190,Exploit Public-Facing Application,
3834,SC-18,Mobile Code,mitigates,T1190,Exploit Public-Facing Application,
3835,SC-29,Heterogeneity,mitigates,T1190,Exploit Public-Facing Application,
3836,SC-30,Concealment And Misdirection,mitigates,T1190,Exploit Public-Facing Application,
3837,SC-39,Process Isolation,mitigates,T1190,Exploit Public-Facing Application,
3838,SI-3,Malicious Code Protection,mitigates,T1190,Exploit Public-Facing Application,
3839,SI-4,Information System Monitoring,mitigates,T1190,Exploit Public-Facing Application,
3840,SI-10,Information Input Validation,mitigates,T1190,Exploit Public-Facing Application,
3841,AC-4,Information Flow Enforcement,mitigates,T1203,Exploitation for Client Execution,
3842,AC-6,Least Privilege,mitigates,T1203,Exploitation for Client Execution,
3843,CM-8,Information System Component Inventory,mitigates,T1203,Exploitation for Client Execution,
3844,SC-2,Application Partitioning,mitigates,T1203,Exploitation for Client Execution,
3845,SC-3,Security Function Isolation,mitigates,T1203,Exploitation for Client Execution,
3846,SC-7,Boundary Protection,mitigates,T1203,Exploitation for Client Execution,
3847,SC-18,Mobile Code,mitigates,T1203,Exploitation for Client Execution,
3848,SC-29,Heterogeneity,mitigates,T1203,Exploitation for Client Execution,
3849,SC-30,Concealment And Misdirection,mitigates,T1203,Exploitation for Client Execution,
3850,SC-39,Process Isolation,mitigates,T1203,Exploitation for Client Execution,
3851,SI-3,Malicious Code Protection,mitigates,T1203,Exploitation for Client Execution,
3852,SI-4,Information System Monitoring,mitigates,T1203,Exploitation for Client Execution,
3853,SC-2,Application Partitioning,mitigates,T1210,Exploitation of Remote Services,
3854,SC-3,Security Function Isolation,mitigates,T1210,Exploitation of Remote Services,
3855,SC-18,Mobile Code,mitigates,T1210,Exploitation of Remote Services,
3856,SC-29,Heterogeneity,mitigates,T1210,Exploitation of Remote Services,
3857,SC-30,Concealment And Misdirection,mitigates,T1210,Exploitation of Remote Services,
3858,SC-39,Process Isolation,mitigates,T1210,Exploitation of Remote Services,
3859,SI-2,Flaw Remediation,mitigates,T1210,Exploitation of Remote Services,
3860,SI-3,Malicious Code Protection,mitigates,T1210,Exploitation of Remote Services,
3861,AC-4,Information Flow Enforcement,mitigates,T1211,Exploitation for Defense Evasion,
3862,AC-6,Least Privilege,mitigates,T1211,Exploitation for Defense Evasion,
3863,CM-8,Information System Component Inventory,mitigates,T1211,Exploitation for Defense Evasion,
3864,SC-2,Application Partitioning,mitigates,T1211,Exploitation for Defense Evasion,
3865,SC-3,Security Function Isolation,mitigates,T1211,Exploitation for Defense Evasion,
3866,SC-7,Boundary Protection,mitigates,T1211,Exploitation for Defense Evasion,
3867,SC-18,Mobile Code,mitigates,T1211,Exploitation for Defense Evasion,
3868,SC-29,Heterogeneity,mitigates,T1211,Exploitation for Defense Evasion,
3869,SC-30,Concealment And Misdirection,mitigates,T1211,Exploitation for Defense Evasion,
3870,SC-39,Process Isolation,mitigates,T1211,Exploitation for Defense Evasion,
3871,SI-2,Flaw Remediation,mitigates,T1211,Exploitation for Defense Evasion,
